,video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description,video_Address,publishedAt_specific_date
13056,hJ9msBEtWGI,[16회 예고] 남산 계단 올라가ㅅ... 이영국 (⊙_⊙)？ [신사와 아가씨] | KBS 방송,2021-11-13 12:45:52,UChpjIaEgwtDZtmWEkzFulSA,KBS Drama,24,2021-11-20 00:00:00,주말드라마|아가씨|신사|지현우|이세희|강은탁|박하나|안우연|윤진이|김영옥|차화연|이휘향|임예진,172049,1523,34,163,https://i.ytimg.com/vi/hJ9msBEtWGI/default.jpg,False,False,[16회 예고] 남산 계단 올라가ㅅ... 이영국 (⊙_⊙)？＃지현우 ＃이세희 ＃신사와아가씨 ＃KBS----------------------------------------------        ▶ Homepage : https://www.kbs.co.kr/        ▶ Wavve : https://www.wavve.com/        ▶ Youtube : https://www.youtube.com/KBSdrama        ▶ Facebook : https://www.facebook.com/KBSdrama/,https://www.youtube.com/watch?v=hJ9msBEtWGI,2021-11-13
13057,QnFKmGGJVBI,"중국 역사상 세번째 역사결의, 시진핑 3연임 시동 (KBS_238회_2021.11.13.방송)",2021-11-13 13:38:56,UC-0C8yVGJy-cS4FGlYKelWw,세계는지금,25,2021-11-21 00:00:00,특파원보고 세계는 지금|세계는 지금|국제시사|국경개방|멕시코|백신접종증명|이라크총선|친이란|시아파민병대|파타동맹|알카디미총리|암살시도|기후위기|스코틀랜드|해수면상승|세인트앤드류스|스카치위스키|탄소중립|폴란드|낙태금지법|임신중지|저지섬|조업권|노르망디어민|6중전회|역사결의|시진핑|마오쩌둥|덩샤오핑,238790,3789,160,339,https://i.ytimg.com/vi/QnFKmGGJVBI/default.jpg,False,False,"#특파원보고세계는지금 #세계는지금 #국제시사특파원 보고 세계는 지금 (매주 토요일 밤 9:40 KBS 1TV 방송)▶ 0:00 인트로▶ 0:24 2년 만에 빗장 푼 미-멕시코 국경▶ 08:24 총리 암살 시도까지, 이라크 총선 후폭풍 ▶ 15:54 골프 발상지도 잠기나, 스코틀랜드 기후변화 위기▶ 21:27 “더 이상은 안 된다”, 폴란드 낙태 금지법 논란 ▶ 29:38 영·프 조업권 갈등, 근심 깊은 노르망디 어민들▶ 36:51 이슈인사이드 : 중국 6중전회 ‘역사결의’",https://www.youtube.com/watch?v=QnFKmGGJVBI,2021-11-13
13058,m4WgE48uG7U,ASMR(Sub✔)깊고 자극적인 쌍둥이 귀청소 / Twin Ear Cleaning (Deep and Closer),2021-11-13 14:00:12,UCJXuQ9aRkS_HaFEBhiHFpWw,[ASMR]nara_나라,22,2021-11-25 00:00:00,#귀청소asmr|#팅글|#쌍둥이asmr|#쌍둥이귀청소|#귀마이크|#귀청소,656099,24268,411,1073,https://i.ytimg.com/vi/m4WgE48uG7U/default.jpg,False,False,안녕하세요 여러분! ❤오늘은 쌍둥이 귀 청소 영상입니다 이어블로잉과 자극적인 소리도 가득 넣었어요요즘 저는 시간을 잘 사용하는 방법에 대해 알아가고 있어요설명하자면 길지만... 아무튼 여러분들도 많이 보고 싶었어요 :) 날씨가 많이 추워졌으니                                               다들 감기 조심하시고 겨울 준비 잘 하세요!수험생 여러분들도 화이팅 입니다다음 영상은 추운 날씨와 마음을 녹여줄 따뜻한 영상으로 돌아올게요그럼 오늘도 굿나잇🌙😊,https://www.youtube.com/watch?v=m4WgE48uG7U,2021-11-13
13059,not4IxXOQaA,[#술꾼도시여자들/6회] 오늘도 술 없이 버틸 수가 없는 이선빈 X 정은지의 사회생활~ 눈치가 빨라서 눈치 없는 척 하는 중,2021-11-13 14:45:03,UCxLc0zV-d2elxan2nc2xRCA,ᄐᄇᄐᄇ TVTV,24,2021-11-25 00:00:00,ㅌㅂㅌㅂ|술꾼도시여자들|술꾼도시여자들 결말|술꾼도시여자들 다시보기|술꾼도시여자들 드라마 메이킹|술꾼도시여자들 드라마 예고|술꾼도시여자들 술먹방|술꾼도시여자들 요약|술꾼도시여자들 이선빈|술꾼도시여자들 정은지|술꾼도시여자들 한선화|술꾼도시여자들 한선화 영양사|술도녀 이선빈|술도녀 정은지|술도녀 한선화|술도녀 한선화 영양사|이선빈|이선빈 드라마|이선빈 메이킹|이선빈 술|이선빈 정은지|정은지|정은지 강지구|정은지 교사|정은지 드라마|정은지 술꾼|정은지 술꾼도시여자들|정은지 연기|정은지 욕 연기|정은지 한선화 싸움|티빙|티빙 오리지널|티빙 추천|티빙 추천 드라마|한선화|한선화 눈물|한선화 드라마|한선화 먹방|한선화 메이킹|한선화 사투리|한선화 술|한선화 술꾼도시여자들|한선화 싸움|한선화 연기|한선화 영양사|한선화 정은지 싸움|한선화 정은지 화해,1255565,7785,254,334,https://i.ytimg.com/vi/not4IxXOQaA/default.jpg,False,False,"#티빙에서스트리밍 #티빙오리지널 #술꾼도시여자들레전드 장면만 모아 모아묻지도 따지지도 않고 N회차 재생 가봅시다 #티전드+자니? 진짜 끊을거야,,,?티빙 바로가기 ☞ https://tving.onelink.me/xHqC/4828052e가입하기 전에 필.수.시.청 #ㅌㅂㅌㅂ☞ https://www.youtube.com/channel/UCxLc0zV-d2elxan2nc2xRCA",https://www.youtube.com/watch?v=not4IxXOQaA,2021-11-13
13060,DoyhJP_e7JQ,Brawl Stars: Brawl Talk - It's NOT Club Wars! 😱,2021-11-13 16:00:10,UCooVYzDxdwTtGYAkcPmOgOw,Brawl Stars,20,2021-11-25 00:00:00,brawl stars|mobile game|mobile strategy game|mobile rpg|mobile battle royale|battle royale|supercell game|paula|frank|dani|club league|club wars|brawl club|club update|gears,12891467,576279,12223,33896,https://i.ytimg.com/vi/DoyhJP_e7JQ/default.jpg,False,False,"Subscribe to our Esports channel and get ready for the Brawl Stars World FINALS!  ►► https://www.youtube.com/brawlstars_esportsDownload NOW!! ►► https://supr.cl/playbrawlBe a BRAWLER! Subscribe! ►► https://supr.cl/subscribeFast-paced 3v3 multiplayer and battle royale made for mobile! Play with friends or solo across a variety of game modes in under three minutes.Unlock and upgrade dozens of Brawlers with powerful Super abilities, Star Powers and Gadgets! Collect unique skins to stand out and show off. Battle in a variety of mysterious locations within the Brawliverse!BATTLE IN MULTIPLE GAME MODES- Gem Grab (3v3): Team up and out-strategize the opposing team. Collect and hold 10 gems to win, but get fragged and lose your gems.- Showdown (Solo/Duo): A battle royale style fight for survival. Collect power ups for your Brawler. Grab a friend or play solo - be the last Brawler standing in the rowdiest battle royale yet. Winner take all!- Brawl Ball (3v3): It's a whole new Brawl game! Show off your soccer/football skills and score two goals before the other team. There are no red cards here.- Bounty (3v3): Take out opponents to earn stars, but don’t let them pick you off. The squad with the most stars wins the match!- Heist (3v3): Protect your team’s safe and try to crack open your opponents’. Navigate the map to sneak, blast and blow your way clear to the enemies treasure.- Special Events: Limited time special PvE and PvP game modes.- Championship Challenge: Join Brawl Stars' esports scene with in-game qualifiers!UNLOCK AND UPGRADE BRAWLERSCollect and upgrade a variety of Brawlers with powerful Super abilities, Star Powers and Gadgets! Level them up and collect unique skins.BRAWL PASSComplete quests, open Brawl Boxes, earn Gems, pins and an exclusive Brawl Pass skin! Fresh content every season.BECOME THE STAR PLAYERClimb the local and regional leaderboards to prove you’re the greatest Brawler of them all!CONSTANTLY EVOLVINGLook out for new Brawlers, skins, maps, special events and games modes in the future.PLEASE NOTE! Brawl Stars is free to download and play, however, some game items can also be purchased for real money. If you don't want to use this feature, please disable in-app purchases in your device's settings. Also, under our Terms of Service and Privacy Policy, you must be at least 9 years of age to play or download Brawl Stars.Features:- Team up for real-time 3v3 battles against players from across the world- A fast-paced multiplayer battle royale mode made for mobile- Unlock and collect new, powerful Brawlers - each with a signature attack and Super ability- New events and game modes daily- Battle solo or with friends- Climb to the top of the leaderboards in global and local rankings - Join or start your own Club with fellow players to share tips and battle together- Customize Brawlers with unlockable skins- Player-designed maps offer challenging new terrain to masterFrom the makers of Clash of Clans, Clash Royale and Boom Beach!Support:Contact us in-game via Settings, Help and Support — or visit http://supercell.helpshift.com/a/brawl-stars/Privacy Policy:http://supercell.com/en/privacy-policy/Terms of Service:http://supercell.com/en/terms-of-service/Parent's Guide:http://supercell.com/en/parents/",https://www.youtube.com/watch?v=DoyhJP_e7JQ,2021-11-13
13061,6pQFUwtVxlM,다이소 있어도 또 사는 진짜꿀템&새로 사고 만족한  열한가지 제품 추천해요^^ㅣ오랫만에 갔더니 살게 많더군요~,2021-11-14 02:18:06,UCL-AUQNGVO7eOyqaVN_tiMQ,"그림처럼_살림,일상vlog",22,2021-11-27 00:00:00,다이소 꿀템|다이소 신상|다이소 추천템|다이소 살림템,276596,4554,199,220,https://i.ytimg.com/vi/6pQFUwtVxlM/default.jpg,False,False,🌸오랫만에 다이소 나들이를 했더니살게 많더군요~사용하다 좋아서 또 사야지 했던 제품과새로 구입한 신상 만족스러워서 추천드려요^^매장에서 아래 품번으로 주문이 가능하세요🌸영상 속 싱크대 서랍속 정리용품들은 싱크대 정리영상 더보기란에 기재했어요🌸싱크대 영상 -https://youtu.be/7dKjTuW7aKQ◾스텐 차 다시망 -913140664◾종이 테이블매트-1033712◾물티슈케이스-1029927◾마스크케이스-1030465◾릴타입 충전케이블-1001132◾실리콘스푼-1019215◾헤어커트가위-1024850◾밀폐집게-1017777◾접이식방석-1032667◾기모장갑-1032470◾직사각백팩-1020567🌸영상속 제품정보📌전기포트-https://coupa.ng/caqYcC온도조절이 되고 디자인도 예뻐요주둥이가 좁아서핸드드립에 사용해도 좋아요몇년째 사용중인 제품입니다📌보냉머그컵 -https://coupa.ng/caqYf5여름에도 줄곧 잘썼는데 요즘엔 따뜻한 차 마시느라매일 사용하는 컵이고 저는 세가지 컬러 다 구입해서식구들 개인컵으로 사용중이예요디자인이 예뻐용^^뚜껑빼고 편하게 사용해도 먹는동안은 안식어요~📌대용량충전기-https://coupa.ng/caqYue여러날 사용해도 끄떡없는 보조베터리예요여행이나 캠핑때 좋을거같았는데 의외로집에서도 자주 사용할 일이 있더라구요용량이 크니까 전기선 상관없이 아무 공간에서사용하기 좋아요~📌라벨프린터기-https://coupa.ng/caqYwY직관적이라 자주 손이가는 제품입니다라벨만 잘해도 정리가 절로 되는듯~📌호환라벨지-https://coupa.ng/caqYBa정품라벨지보다 싸지만 품질은 굿이예요소모품이라 싸면 좋지요~~📌사각팬24센치-https://coupa.ng/caqYGX계란말이 할때 좋고 김밥 재료 볶을때나 지단 부치기 딱 좋은 사이즈예요코팅력도 괜찮은듯합니다📌현미시리얼-https://coupa.ng/caqYK3요거 드셔보세요~~꼬소꼬소 건강간식현미를 팝콘처럼 튀긴건데 고소하고 식감도 좋아서 우유나 요플레 샐러드에 넣어드시면 좋구요 입 심심할때 간식으로 집어드셔도 좋아요입 까다로운 우리 아들도 맛있데요~~📌라탄쟁반-https://coupa.ng/caqYQU저는 두가지 사이즈  다 사용중이고 가볍고 예쁩니다^^홈카페 느낌~~📌유기 샐러드볼-https://coupa.ng/caqYTK유기 세트가 부담스럽다면 조금 큰 사이즈의 볼은 다른 도자기류와 섞어서 세팅하셔도 고급스러워요아무거나 담아도 잘 차린듯 대접 받는듯한 느낌이예요저는 오히려 반찬이 없거나 별거 없을때 자주 사용해요📌유리볼-https://coupa.ng/caqYWk샐러드나 나물 무칠때 사용해요📌투명 티슈케이스-https://coupa.ng/caqZnr두개 구매해서 사용중인데 티슈가 잘 보여서 편하고 깔끔 ~예쁩니다 아래 닫는 부분이 첨에 좀 뻑뻑한데 사용하면서 부드러워져요~📌원형도마-https://coupa.ng/caqZEr간단한 칼질할때  매우 자주 사용합니다📌스텐 계량스푼-https://coupa.ng/caqZG3요거는 다들 있으시죠?^^맨날 사용해요📌나무손잡이 계량스푼-https://coupa.ng/caq0oc예뻐서 샀었는데 기분좋게 잘 사용하고있는제품이예요~홈카페 느낌~대체로 해외배송이라 배송기간이 길고 가격차도 많아서 구매시 비교해보시고 구매하세요~📌접이식 의자ㅡhttps://coupa.ng/caq2iJ접으면 가볍고 사이즈도 작아서 차에 싣고다니다가어디든 펼치고 편히 머리까지 기댈수 있는 의자예요후기가 증명하는 제품이고 저는 집에서도 가끔 펼치고 사용해요📌행주- https://coupa.ng/caq0Dd이케아 행주는 워낙 유명하니까요~📌유기수저-https://coupa.ng/caq0E6커트러리나 다른 주방 용품은 종류가 많지만 수저는 유기만 사용해요~한식이나 양식에 다 어울리는 디자인이고상차림에 수저만 유기로 바꿔도 대접 받는 상차림 느낌이예요^^📌아몬드-https://coupa.ng/caq0NI늘 사용중인 제품이고 부셔서 샐러드에 주로 넣어먹고 멸치볶음할때도 넣어요 🌸파트너스 활동의 일환으로 구매시 소정의 수수료를 지급받습니다,https://www.youtube.com/watch?v=6pQFUwtVxlM,2021-11-14
13062,aTUjkYuiY20,[꿈탈출] 무한의 꿈 1화,2021-11-14 03:00:11,UCZ0dIs-Ao2v8eZF4WOYH5uw,썰레임 Ssuleim,23,2021-11-23 00:00:00,꿈탈출|꿈애니메이션|꿈의신|탈출꿈|꿈애니|썰레임|썰레툰|영상툰|유튜브애니|유튜브애니메이션|꿀잼애니|VR좀비|어몽어스좀비|좀비애니메이션|좀비애니|dream escape|어몽애니|어몽어스,135792,2947,54,768,https://i.ytimg.com/vi/aTUjkYuiY20/default.jpg,False,False,"썰레임의 창작세계관 기반 애니메이션,꿈탈출의 챕터2 인 무한의 꿈 1화입니다!시청해주셔서 감사합니다!Have fun watching!문의 : ssuleim@naver.com#꿈탈출 #썰레임 #애니메이션총 제작 : 썰레임더빙 :유나,선생님 - 나은멸몽교교주 - 중덕나이트메어 - 릴리로즈하양,싸이클,할배 - 썰레임:: 성우님들 컨택 :: 유튜브 중덕의 성우도전기 : https://www.youtube.com/channel/UC56Q81NXOVLA5kb3Ps_r-uQ나은 성우님 컨택이메일 - ryubetter98@naver.com***본 영상을 상업적 이용, 무단 배포 등 불법적으로 이용할 경우 저작권법 및 관계법령에 따른 책임을 질 수 있습니다. **** 본 영상은 BGM은 BGM팩토리 사이트에서 라이센스 구매 후 사용하였습니다.",https://www.youtube.com/watch?v=aTUjkYuiY20,2021-11-14
13063,o95EyN5LnK8,[LIVE] TWICE (트와이스) _ SCIENTIST | 사이언티스트 | The Booth | 더 부스 | 라이브 | 4K | 나연 정연 모모 사나 지효 미나 다현 채영 쯔위,2021-11-14 03:00:30,UCqq-ovGE01ErlXakPihhKDA,1theK Originals - 원더케이 오리지널,24,2021-11-21 00:00:00,트와이스|TWICE|트와이스 컴백|트와이스 신곡|SCIENTIST|트와이스 안무|트와이스 예능|트와이스 The Feels|트와이스 틱톡|트와이스 사이언티스트|JYP|더부스|The Booth|트와이스 노래 모음|트와이스 직캠,1728875,169369,1084,4240,https://i.ytimg.com/vi/o95EyN5LnK8/default.jpg,False,False,"[LIVE] TWICE (트와이스) _ SCIENTIST | 사이언티스트 | The Booth | 더 부스 | 라이브 | 4K | 나연 정연 모모 사나 지효 미나 다현 채영 쯔위#TWICE#SCIENTIST#TheBooth#Live#New1theKOriginal#1theK#원더케이#원더케이오리지널[The Booth] TWICE - SCIENTIST----------------------------------------------------------------------------K-POP Wonderland, 1theKK-POP의 모든 즐거움이 여기에,다양한 원더케이 오리지널 컨텐츠를 만나보세요!----------------------------------------------------------------------------K-POP Wonderland, 1theKAll the joys of K-pop here!1theK has a wide variety of Original Content----------------------------------------------------------------------------▶1theK YT : https://www.youtube.com/1theK▶1theK FB  : http://www.facebook.com/1theK▶1theK TW : https://twitter.com/1theK▶1theK Kakao : https://goo.gl/otRpZc▶1theK TikTok : https://vt.tiktok.com/2mSMBS",https://www.youtube.com/watch?v=o95EyN5LnK8,2021-11-14
13064,ianaxGa-Kmg,문워크 하는 법 tutorial | How to Moonwalk,2021-11-14 04:12:16,UCBLO7HA_4Kw-sp8WLed2WrA,세진 SEJIN,24,2021-11-30 00:00:00,문워크하는법|문워크하는방법|문워크튜토리얼|문워크강의|댄스튜토리얼|문워크|메타버스세진|세진댄스|SEJIN DANCE|MOONWALK TUTORIAL|How to Moonwalk|MOONWALK DANCE|MOONWALK,7128282,140103,6523,203,https://i.ytimg.com/vi/ianaxGa-Kmg/default.jpg,False,False,그동안 요청해주신 댓글이 많아서 부족하지만 간단하게 문워크 하는 방법 튜토리얼 영상을 만들어 보았습니다 :)1번 발끝을 세우고 2번 반대쪽 발을 쭉 뒤로 밀어준다 3번 발을 교차시킨다의 반복입니다! 조금 더 연습해서 나중에 또 좋은 영상 만들어보겠습니다감사합니다! ^^,https://www.youtube.com/watch?v=ianaxGa-Kmg,2021-11-14
13065,ianaxGa-Kmg,문워크 하는 법 tutorial | How to Moonwalk,2021-11-14 04:12:16,UCBLO7HA_4Kw-sp8WLed2WrA,메타버스 세진 SEJIN,24,2021-11-17 00:00:00,문워크하는법|문워크하는방법|문워크튜토리얼|문워크강의|댄스튜토리얼|문워크|메타버스세진|세진댄스|SEJIN DANCE|MOONWALK TUTORIAL|How to Moonwalk|MOONWALK DANCE|MOONWALK,1021694,31894,1516,0,https://i.ytimg.com/vi/ianaxGa-Kmg/default.jpg,True,False,그동안 요청해주신 댓글이 많아서 부족하지만 간단하게 문워크 하는 방법 튜토리얼 영상을 만들어 보았습니다 :)1번 발끝을 세우고 2번 반대쪽 발을 쭉 뒤로 밀어준다 3번 발을 교차시킨다의 반복입니다! 조금 더 연습해서 나중에 또 좋은 영상 만들어보겠습니다감사합니다! ^^,https://www.youtube.com/watch?v=ianaxGa-Kmg,2021-11-14
13066,7Lo6nUOJ5eI,[SMTM10] TEAM 그레이X마이노 〈팀 디스 배틀〉,2021-11-14 04:52:58,UCepUWUpH45hRTi-QePdq1Bg,Mnet TV,24,2021-11-19 00:00:00,Hiphop|Mnet|SMTM|SMTM10|ShowMeTheMoney|ShowMeTheMoney10|그레이|그레이노마|마이노|머드더스튜던트|비오|쇼미|쇼미10|쇼미더머니|쇼미더머니10|아넌딜라이트|엠넷|지구인|티빙에서스트리밍|힙합,1006738,13778,211,1365,https://i.ytimg.com/vi/7Lo6nUOJ5eI/default.jpg,False,False,"티빙에서 스트리밍 : https://tving.onelink.me/xHqC/30a78d6f[SMTM10] TEAM 그레이X마이노 〈팀 디스 배틀〉03:58 머드 더 스튜던트05:59 지구인08:22 비오09:54 아넌딜라이트마스터피스를 완성하는 자, 누가 될 것인가?Show Me The Money 10 'THE ORIGINAL'〈쇼미더머니10〉 매주 금요일 밤 11시 본방송🎤〈SMTM10〉 Homepage : https://program.genie.co.kr/smtm10/main🎤〈SMTM10〉 Instgram : https://www.instagram.com/mnet_hiphop/🎤〈SMTM10〉 Facebook :  https://www.facebook.com/mnethiphop🎤〈SMTM10〉 Twitter : https://twitter.com/mnet_hiphop#티빙에서스트리밍",https://www.youtube.com/watch?v=7Lo6nUOJ5eI,2021-11-14
13067,ByxHCI0daEw,[BANGTAN BOMB] Meeting with Doggo - BTS (방탄소년단),2021-11-14 07:59:56,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,10,2021-11-23 00:00:00,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,5970167,1114600,2281,38748,https://i.ytimg.com/vi/ByxHCI0daEw/default.jpg,False,False,Connect with BTS: https://ibighit.com/bts http://twitter.com/BTS_bighithttp://twitter.com/BTS_twt http://www.facebook.com/bangtan.official https://www.youtube.com/user/BANGTANTV http://instagram.com/BTS.bighitofficial https://channels.vlive.tv/FE619 https://www.tiktok.com/@bts_official_bighithttps://weverse.onelink.me/qt3S/94808190https://www.weibo.com/BTSbighithttps://www.weibo.com/BTSmembers http://i.youku.com/btsofficial http://btsblog.ibighit.com,https://www.youtube.com/watch?v=ByxHCI0daEw,2021-11-14
13068,FWpzk9HJ7w0,딸천재 침착맨,2021-11-14 08:00:05,UCC1LvVTX2ySKYjeIXkAtvsQ,침착맨+,20,2021-11-27 00:00:00,침착맨|이말년|침투부,1869930,35649,866,656,https://i.ytimg.com/vi/FWpzk9HJ7w0/default.jpg,False,False,▶이 클립이 나온 영상(https://youtu.be/M7Neb0xVLBw)▶2020년 7월 1일 방송분▶편집: 8호 침투부수호자#shorts #짤착맨,https://www.youtube.com/watch?v=FWpzk9HJ7w0,2021-11-14
13069,ZRMp9Myc8BE,정동원 - 잘가요 내사랑 (GoodBye My Love) M/V teaser 1,2021-11-14 09:00:13,UCrLQ0ovys23H9xBV6U-Sd4A,정동원TV,22,2021-11-23 00:00:00,[None],150338,11196,89,1049,https://i.ytimg.com/vi/ZRMp9Myc8BE/default.jpg,False,False,"그리움, 아낌없이 주는 나무2021.11.17 6PM (KST) Release#정동원 #JEONGDONGWON #그리움_아낌없이주는나무 #TheGivingTree #GoodBye_My_Love #teaser",https://www.youtube.com/watch?v=ZRMp9Myc8BE,2021-11-14
13070,pMP8drVeNpE,24시간동안 인싸로 살기 VS 아싸로 살기!! 누가 더 행복할까?!?!,2021-11-14 09:00:32,UClzB2iZ5jPoTNz0S-QU6Wiw,파뿌리,24,2021-11-25 00:00:00,파뿌리|예능|게임|GAME|오락|버라이어티|variety|웹예능|플레이,840922,12878,532,2463,https://i.ytimg.com/vi/pMP8drVeNpE/default.jpg,False,False,"※ 노랭이 PD : 인싸 아싸는 없어※ 강호이 : 난 그냥 나일 뿐이야※ 진렬이 : 자기 멋대로 살아라#파뿌리24파뿌리 채널 구독하기 ☞ https://url.kr/IPn4hC상경한 세 남자의 유쾌한 매력에 빠져보세요!!파뿌리24 영상 몰아보기 ☞ https://url.kr/SDQwbZ 복층라이프 몰아보기 ☞ https://url.kr/w3lLgh파뿌리 저가락 몰아보기 ☞ https://url.kr/5IUCuO슈퍼푸드보이 몰아보기 ☞ https://url.kr/JEGKBi랜덤챌린지 몰아보기 ☞ https://url.kr/iK3q9R퀴즈먹방 몰아보기 ☞ https://url.kr/QXLzIP뿌이로그 몰아보기  ☞ https://url.kr/M9DVLH1분 리뷰 몰아보기 ☞ https://url.kr/nufm3C[이메일] 콘텐츠요청, 팬 아트, 보내주고픈 말들 : popfree@sandboxnetwork.net[팬사서함] 서울시 용산구 서빙고로 17 센트럴파크타워, 30층 샌드박스받는 사람명 - 파뿌리",https://www.youtube.com/watch?v=pMP8drVeNpE,2021-11-14
13071,rxUHoHn_p24,매직 하러 갔다가 머리 다 타서 삼각김밥 된 썰,2021-11-14 10:00:32,UCEX1cZB5TL7jyKejXdTXCKA,랄랄ralral,24,2021-11-22 00:00:00,[None],181246,3624,51,157,https://i.ytimg.com/vi/rxUHoHn_p24/default.jpg,False,False,"평생 탈색은 못할듯.. 붙임머리색 바꾸는 것만이 내가 허락한 유일한 마약z------------------------------------------------------------------페이스북에서 보고싶을땐 ( 팔로우도 부탁드리겠습니다~! )☞https://www.facebook.com/bj_ralral-110010247260773------------------------------------------------------------------본 영상은 유튜브 랄랄ralral 채널에 저작권이 있으며 퍼가기 ,  2차 배포 , 무단 도용, 등을 금지합니다.------------------------------------------------------------------모든 BGM은BGM팩토리, 브금대통령을 쓰고있습니다.------------------------------------------------------------------",https://www.youtube.com/watch?v=rxUHoHn_p24,2021-11-14
13072,csGaqWZcFMM,"부산 그냥 걸었어? 그냥 먹었어! (언양불고기, 다리집떡볶이, 해리단길카페, 경북횟집, 바다마루 전복죽, 시그니엘호텔)",2021-11-14 11:00:15,UC0wNauoCVIfU_xtWwrczFiA,김나영의 nofilterTV,22,2021-11-27 00:00:00,노필터티비|nofilter tv|김나영|nayoung kim|최신우|신우|sinu choi,453608,12489,146,1047,https://i.ytimg.com/vi/csGaqWZcFMM/default.jpg,False,False,촬영차 방문한 #부산여행 에서잔뜩 먹고 온 #브이로그–––• Channel인스타그램: http://www.instagram.com/nayoungkeem,https://www.youtube.com/watch?v=csGaqWZcFMM,2021-11-14
13073,FCp-1yyNZ9o,인직아 그때 왜 나한테 바다 보러 가자고 했어?,2021-11-14 11:11:03,UC48NSSfUBsmL0k0wKxSqRkw,릴카,22,2021-11-26 00:00:00,릴카|llilka|Lilka|종합게임|종합게임방송|종합게임채널|게임채널|게임|game|아프리카|아프리카티비|아프리카TV|AfreecaTv|여캠|여자bj|여자 유튜버|감스트|인직|gamst|토크|소통|대화|꽁트|꿀잼|릴카 감스트|감스트 릴카|릴카 감스트 합방|합방|비밀|시크릿|바다|바보갈|티키타카|릴감|감릴|금화|남산|뷰티인사이드,408108,5560,147,282,https://i.ytimg.com/vi/FCp-1yyNZ9o/default.jpg,False,False,#릴카 #감스트 #바다,https://www.youtube.com/watch?v=FCp-1yyNZ9o,2021-11-14
13074,t57kkNg9m_4,일상Vlog | 아프다고 투덜대도 바뀌는건 없으니까,2021-11-14 11:42:21,UCKFvoxDM0NoLChK9hCe7VfQ,삐루빼로,22,2021-11-25 00:00:00,브이로그|루게릭병|일상브이로그,594407,19228,112,1197,https://i.ytimg.com/vi/t57kkNg9m_4/default.jpg,False,False,인스타그램 bbiru_unni https://instagram.com/bbiru_unni?igshid=fhw10rvrxx69동생인스타 o4__27 https://instagram.com/o4__27?xigshid=1tfhik53bo724동생쇼핑몰 https://feinmood.com/💌문의💌ctnqls11@gmail.com#루게릭환자의#행복한#투병생활,https://www.youtube.com/watch?v=t57kkNg9m_4,2021-11-14
13075,X60QGhCrfEU,다비치의 노동 24시,2021-11-14 14:01:36,UCfqVrM2cvwxG3-EvxbsN0KQ,걍밍경,22,2021-11-27 00:00:00,이해리|강민경|브이로그|vlog|davichi|다비치|스시|린|백지영|iammingki|다비치 브이로그|다비치 신곡|강휴지|이감자|화음|첫사랑|사랑해|진민호|반만|자취브이로그|일상브이로그|ootd|패션|fashion|아비에무아|아붸뫄|강민경 쇼핑몰|싱어게인|강아지|애견|후지|휴지|감자|커버|다비치 커버|사랑안해|사랑했잖아|키링|물|녹음|녹음실|연습생|웨이크원|반셀프인테리어|리모델링|인테리어|부엌|부엌인테리어|강민경인테리어|강민경 집|강민경 스타일링|셀프인테리어|타일 카펫|천일카펫|천일카페트|타일 카페트|데코 타일,707042,12695,152,530,https://i.ytimg.com/vi/X60QGhCrfEU/default.jpg,False,False,"📩 iammingki@kmkofficial.com▫️ Instagram : www.instagram.com/iammingki정! 보! 공! 유! ( ๑ ᴖ ᴈ ᴖ)ᴖ ᴑ ᴖ๑)ෆ점프 수트 Belted Jumpsuit (Black) · Ávie muah새참노스트레스버거 · 치즈 버거, 해쉬 브라운부엌 의자THONET카펫천일 카페트 · 타일 카페트*NOT SPONSORED이 영상은 유료광고를 포함하고 있지 않습니다.촬영, 편집 - 강민경Copyright © 2018-2021 by iammingki. All rights reserved.",https://www.youtube.com/watch?v=X60QGhCrfEU,2021-11-14
