review_index,date,review,hotel_index,label,classified_label
6886,2020년 12월,전체적으로 깨끗하고 방음도 잘되는 것 같고 주변에 편의점도 가깝고 좋았어요! 그리고 생각보다 방이 많이좁아서 정말 잠만자는 곳으로 추천해요!,54,1,
6887,2020년 12월,"코엑스전시회 참가시에는 위치가 좋은듯합니다.
근처에 편의점 및 식당이 많이 있습니다.",54,1,
6888,2020년 12월,조식포함이라 좋아요..,54,1,
6889,2020년 12월,"직원은 친절했고, 주차가 된다는점과 위치가 아주 훌륭하다",54,1,
6890,2020년 12월,"청소하신 분도 센스있게 맞춤형 서비스
주차관리하신 분도 엄청 친절",54,1,
6891,2020년 12월,객실도 깨끗하고 직원분들도 친절했어요. 다음에도 여기에서 숙박할 생각입니다.,54,1,
6892,2020년 1월,"위치가 좋았습니다.
화장실 및 침구가 깨끗했어요.
직원들 친절했습니다.",54,1,
6893,2020년 1월,"칫솔치약이 구비되어 있어서 좋았어요
큰도로변에 있는 숙소가 아니어서 차와 관련한 소음이 적어요
엘리베이터가 빠릅니다
조명이 밝아서 좋았어요 
테이블과 간이의자가 있어서 간단한 스낵 먹기가 좋았어요",54,1,
6894,2020년 1월,교통이 편리...,54,1,
6895,2020년 1월,비지니스 호텔로는 가성비 좋아요,54,1,
6896,2020년 1월,"프론트 직원분들 대응도 빠르고 친절해서 너무 좋았어요 복도 , 룸 내부 향기나 청결도도 너무 만족스러웠어요 무엇보다 위치가 매우 만족스러워요 강남이나 송파 다 가까워서 다음번에 또 이용할 의사 100% 입니당 :) 가격대비 대만족 !",54,1,
6897,2020년 1월,코엑스와 가까운 위치성이 좋았어요,54,1,
6898,2020년 2월,조용하고 편안했어요~,54,1,
6899,2020년 2월,"트윈룸 기준 방은 작아도 모든 것을 갖춘 비즈니스 호텔입니다
지하에 있는 유료 세탁시설도 잘 이용했습니다 
도심공항도 길건너면 바로있고 주변에 식당 카페도 많아서 편하게 있다가 갑니다",54,1,
6900,2020년 2월,"철저하게 위치만 생각해서 예약했는데, 실제로 사용하고 더 만족했어요.
혼자 사용하기에 적절한 크기와 어매니티도 잘 갖춰져 있었고 청소상태도 깔끔했습니다.
침구도 편안했어요.
근처에 갈 일이 있으면 재방문하고 싶습니다. 직원분들도 친절하셨어요.",54,1,
6901,2020년 2월,숙소 청결도 좋음,54,1,
6902,2020년 2월,"청결한 침구와 위치가 좋았습니다.
프론트 직원분들도 친절하셨습니다.",54,1,
6903,2020년 3월,바로 근처에 현대백화점과 엑스코가 있어 편의시설과 접근성이 매우 좋았습니다. 주차도 주차타워라 주차 스트레스 없이 이용하기 쉬웠습니다.,54,1,
6904,2020년 3월,무게감있는 이불이라 푹잤어요.주변에 식당도 많았구요.,54,1,
6905,2020년 3월,깨끗하고 서비스가 좋았습니다.,54,1,
6906,2020년 4월,"접근성
가격대비 시설우수
편안했어요",54,1,
6907,2020년 4월,친절하시고 가성비 최고,54,1,
6908,2020년 4월,청결했고 직원분들 응대가 만족스러움.,54,1,
6909,2020년 4월,"직원 분들이 너무 친절하셔서 아주 편하게 있다 왔어요^^
서비스는 최고였고, 위치도 좋습니다!",54,1,
6910,2020년 4월,가성비도 좋으면서 대단히 좋은 시설이었습니다.,54,1,
6911,2020년 5월,샤워실 유리가 작아서 물이 밖으로 많이 튑니댜,54,1,
6912,2020년 5월,"편리한교통
주변에 쇼핑몰등 편의시설",54,1,
6913,2020년 5월,"청결하고, 디럭스 룸 상당히 큼",54,1,
6914,2020년 5월,깨끗하고 조용했습니다.,54,1,
6915,2020년 5월,가성비 대비 깔끔했습니다.,54,1,
6916,2020년 5월,위치가 좋습니다. 방도 쾌적했습니다.,54,1,
6917,2020년 6월,조식은 안먹어서 평가줄가 위치는좋움,54,1,
6918,2020년 6월,조용하고 쾌적했음...,54,1,
6919,2020년 6월,"친절직원
디럭스더블룸 넓고 쾌적
코엑스건물뷰
에어컨시원
방음잘됨
위치좋음
온수좋음
방 깨끗
가격저렴",54,1,
6920,2020년 6월,"코엑스와 너무 가까워서 좋았어요
침구와 욕조가 매우 깨끗하였고 직원분들도 친절했습니다",54,1,
6921,2020년 6월,가려워서 잘 못잤어요 침구청결이 필요할듯요,54,1,
6922,2020년 6월,코엑스 및 아셈타워로의 접근성이 매우 우수,54,1,
6923,2020년 6월,항상이용 하지만 깨끗하고 좋아요,54,1,
6924,2020년 7월,코엑스에 가깝고 가성비 뛰어남,54,1,
6925,2020년 7월,7만원 정도에 강남 한복판 호텔을 쓸 수 있어서 좋았습니다! 다음에도 또 이용할 의향 있습니다. 깔끔하고 좋아요,54,1,
6926,2020년 7월,깔끔함 ..전철역이랑 가까워 교통편리함,54,1,
6927,2020년 7월,청소하는 소리가 크게 들림,54,1,
6928,2020년 7월,위치가 좋고 깨끗함,54,1,
6929,2020년 7월,시설이 깨끗하고 방도 넓고 시설이 아주 좋았습니다. 직원들도 친절하시고 응대도 잘해주셨습니다. 가성비가 아주 좋았습니다. 주변에 갈만한 음식점도 많고 위치가 좋아요.,54,1,
6930,2020년 7월,방/화장실이 넓어서 좋았고 청결하고 쾌적했음.,54,1,
6931,2020년 7월,"직원분 친절하시고, 방이 살짝 좁지만 깨끗하고 매트리스도 푹신해서 잘 쉬었습니다.",54,1,
6932,2020년 7월,가성비 위치 좋았어요,54,1,
6933,2020년 7월,특급호텔만큼 청결함,54,1,
6934,2020년 7월,코엑스 가까운점,54,1,
6935,2020년 7월,위치 괜찮아요! 깔끔해서 좋았고 다음에 또 오고싶어요,54,1,
6936,2020년 7월,위치 좋았어요,54,1,
6937,2020년 7월,숙소 크기 작다고 하셨는데 전 디럭스로 업그레이드 해서 그런지 넉넉하고 좋았어요! 창문 왕 커서 시티뷰도 보이구용 화장실도 넘 크고 깨끗하구 어매니티도 좋았어요~! 2박했는데 청소도 깔끔하게 해주셨구 카운터 직원분들도 친절하셔서 감사했습니다^^ 가격도 저렴한데 가격대비하면 완전 혜자예용!,54,1,
6938,2020년 8월,작지만 되게 깔끔하게 잘 해놨어요. Cozy and comfortable! 그리고 위치가 매우 좋아요. 역에서 코엑스통해서 현대백화점쪽으로 나오면 한 5분이면 되요.,54,1,
6939,2020년 8월,이틀 묵었는데 하루 지나니까 침구와 수건도 교체해주시고 시설도 청결하게 잘 관리되고 있는 느낌이어서 좋았습니다.,54,1,
6940,2020년 8월,좋은 위치 저렴한 가격,54,1,
6941,2020년 8월,"가성비 있는 가격임에도 불구하고 깔끔하고 좋았습니다
위치도 코엑스 바로 앞이었구요",54,1,
6942,2020년 8월,"접근성  매우 용이
가격치고는  정말 잘 정돈 됨",54,1,
6943,2020년 8월,호텔의 기본 업무는 숙박과 식사인데 식사가 불가합니다.,54,1,
6944,2020년 8월,"길건너면 바로 코엑스있어서 편했음, 매우 청결했음",54,1,
6945,2020년 8월,"일단 위치가 너무 좋고, 직원분들 정말로 친절하십니다. 출장 시 이용하시면 굳일듯",54,1,
6946,2020년 8월,"가장 좋은 건... 코엑스 걸어서 100m도 안걸린다는 점!, 코엑스 행사로 주차를 체크아웃 시간보다 2시간 더 요청해드리니 흔쾌히 추가비용 안받아서 좋았다.(그래도 하루에 5천원 비용발생;), 고층이라 조용한 편",54,1,
6947,2020년 9월,위치도 좋고 직원분들도 너무 친절했고 사정때문에 주차를 2대 했어야 했는데 양해해주시고 주변 상권도 잘 되어있어서 먹고 놀고 쉬기 좋았습니다,54,1,
6948,2020년 9월,깨끗하고 무난합니다. 코엑스 바로 옆이라 접근성 좋고 식사 및 쇼핑하기에 편리합니다.,54,1,
6949,2020년 9월,사진과 똑같궁 ㅎㅎ 깨끗했어요! ㅎㅎㅎ 14층에 바닥도 마룻바닥 주셔서 ㅎㅎ 아주아주 편안하게 잘썼습니당! ㅎㅎㅎ,54,1,
6950,2020년 9월,위치도 좋고 룸 상태도 괜찮아요!,54,1,
6951,2020년 9월,"편히 쉬다 가요 코엑스 도심공항이랑 가까워요 
근처에 치킨집 고기집 쌀국수집들이 많아 골라먹기 좋았고 바로 앞에 타이거슈가도 있어요 위치가 일단 너무 좋았고 숙소도 깔끔했어요",54,1,
6952,2020년 9월,"가운이랑 침대에 머리카락 청소 제대로 했으면..
욕조에서는 쉰내가 났어요",54,1,
6953,2021년 10월,다른 거는 너무 좋았어요!!,54,1,
6954,2021년 10월,"전체적으로 조용하고 깔끔함
삼성역 및 코엑스, 백화점 등이 가까워 교통이 편리하고 직원들도 친절함",54,1,
6955,2021년 10월,환풍구 공기순환 소리때문에 잠을 잘 수가 없었습니다. 또한 프론트 직원이 한국말을 잘 못해서 체크인이 어려웠습니다.,54,1,
6956,2021년 11월,깨끗하게 잘 관리된 객실 가성비 짱이네요,54,1,
6957,2021년 12월,"코엑스, 현대백화점, 스타필드 5분이내 거리 최고의 위치",54,1,
6958,2021년 12월,"세번째 이용인것 같은데 삼성역 코엑스 근처라 접근성도 좋고 시설도 깔끔함
편의점 등 다른 시설도 가까움",54,1,
6959,2021년 12월,"깔끔하고, 위치도 좋았습니다.",54,1,
6960,2021년 12월,"위치가 좋았으며, 혼자 지내기에 좋았습니다. 창문도 열리는점이 좋았습니다!",54,1,
6961,2021년 12월,위치와 가성비는 모든면이 다 좋아습니다,54,1,
6962,2021년 12월,"천장에 거미줄
청소하는 소음 너무 씨끄러움
옆방의 코골음 다 들림",54,1,
6963,2021년 1월,"잠자리가 넘 편했어요.
특히 침구세트가 좋았어요.",54,1,
6964,2021년 1월,"방이 청결하고 아늑해서 좋았습니다.
주변에 음식점이나 편의시설이 많은 점도 좋습니다.",54,1,
6965,2021년 1월,"조용하고 위치가 좋았어요~
물서비스도 편했고요~",54,1,
6966,2021년 1월,"위치,서비스,청결,가성비~모두만족이예요그모든걸조식때문에영~^^;;",54,1,
6967,2021년 1월,위치와 가성비가 최고네요. 먹자골목이고 코엑스고 가까워서 쇼핑하기도 밥먹기도 좋습니다.,54,1,
6968,2021년 1월,직원분들 너무 친절하시고 고객응대 뛰어납니다,54,1,
6969,2021년 1월,"청소가 잘 되어 있고 깔끔했습니다!
직원분들도 너무 친절했어요! 
요청사항도 최대한 반영해주고시고 만족스러웠습니다.
에머니티도 잘 포장되어 있어서 안심되었어요!",54,1,
6970,2021년 1월,코엑스몰과 현대백화점 무역점.삼성역이  가까이 있고 버스 노선이 많아서 이동 하기가 편합니다,54,1,
6971,2021년 1월,"위치나 가격대비 가성비 좋아요. 
깨끗해요",54,1,
6972,2021년 1월,27시간 스테이케이션 너무 좋아요 시설도 깔끔하고 위치도 진짜 좋아서 종종 방문하게 되는데 올 때마다 만족해욤,54,1,
6973,2021년 1월,위치는 말 할 것도 없고 레이트 체크아웃 너무 좋았어요ㅎㅎ,54,1,
6974,2021년 1월,"직원분들 모두 친절하셨어요. 
와이파이 잘 터져요",54,1,
6975,2021년 1월,"바로앞 코엑스 , 코로나 특수 무료 업글 조식 
원래 코로나 전에 비싸서 안갔는데 주말에도 싸게 나와서 좋네요 침대 편하고 직원들도 친절합니다 조식도 잘 나옴. 방도 넓었음",54,1,
6976,2021년 1월,"깨끗함, 조식제공
코엑스와 가까워서 즐길거리가 많아요",54,1,
6977,2021년 1월,조식은 너무 외국식으로 가서 종류가 아쉬웠습니다,54,1,
6978,2021년 2월,"일단 위치가 최고예요! 코엑스도 바로 옆이고, 주변에 맥도날드 / 스타벅스가 있어서 간식이나 조식 먹으러 다녀오기도 편합니다.",54,1,
6979,2021년 2월,평일에 제공되는 조식이 생각보다 괜찮았어요. 하우스키핑 분들 친절하시고 위치가 편리했습니다.,54,1,
6980,2021년 2월,룸이 넓고 쾌적하였고 위치 좋으며 가성비 뛰어남. 주차 관리원들도 친절함,54,1,
6981,2021년 2월,"무료이용이지만 알찬 조식, 크진않지만, 잘 짜여져있고,
전혀 불편함이없었던 룸까지. 이가격에 이정도 퀄이면..
좋았습니다.",54,1,
6982,2021년 2월,침대 린넨 좋았으나 침대크기도 너무 작음. 수퍼싱글은 커녕 싱글보다도 작은듯.,54,1,
6983,2021년 2월,"1. 좋은 위치(코엑스, 지하철역, 주위 편의시설)
2. 조용한 숙소
3. 친절한 직원
4. 깨끗한 방과 청소 청결도
5. 합리적인 숙박 가격",54,1,
6984,2021년 3월,직원분이 매우 친절하시고 위치 좋은 점.,54,1,
6985,2021년 3월,"깔끔하고 위치도 좋고 가성비 좋았습니당
TV가 BTV라서 펜트하우스 다시보기가 되어서 너무 좋았습니다",54,1,
6986,2021년 3월,"위치도 좋고 따뜻하고 깨끗했어요, 직원분들도 친절했습니다",54,1,
6987,2021년 3월,코엑스 및 교통편이 가깝다,54,1,
6988,2021년 4월,"위치가 정말 좋아요. 바로 앞에 코엑스도 있고, 택시로 강남 어딜 가도 저렴하게 갈 수 있어요.",54,1,
6989,2021년 4월,"공간외에는 전부 장점.
직원분들도 친절하고 방음도 괜찮고 청결했습니다.",54,1,
6990,2021년 4월,코엑스 출장관련 최적의 장소,54,1,
6991,2021년 4월,주차비를 받았던것,54,1,
6992,2021년 4월,"조용하고 깔끔해서 좋았어요
좁다고 해서 걱정했는데 적당했어요.
그리고 무엇보다 티비 채널이 많아서 좋아요 :D",54,1,
6993,2021년 4월,깨끗하고 위치도 찾기 쉬웠어요,54,1,
6994,2021년 4월,"위치, 청결, 서비스",54,1,
6995,2021년 5월,"도보 5분 이내 거리에 코엑스가 위치해있어서 정말정말 편했습니다~!
화장실도 깔끔하고, 청결도도 괜찮았습니다~!
다음에 코엑스에 출장 갈 일이 있다면, 또 방문 하고 싶습니다~~!",54,1,
6996,2021년 5월,주차비 추가 비용,54,1,
6997,2021년 5월,위치가 좋고 깔끔한 느낌이었습니다. 직원들도 친절.,54,1,
6998,2021년 6월,출장지와 가까워서...,54,1,
6999,2021년 6월,"직원들이 친절했음, 주변식당가 다수",54,1,
7000,2021년 6월,방이 너무 좁아서 케리어 놓기가 힘들었습니다.,54,1,
7001,2021년 6월,"위치가 출장지와 가까워서 편했고
주위에 편의시설이 많아 편리했음.",54,1,
7002,2021년 7월,조용하고 냉난방 좋았습니다,54,1,
7003,2021년 7월,일회용 비누가 따로 있었으면 합니다,54,1,
7004,2021년 8월,직원분들이 친절하셨습니다. 침구가 편안했습니다. 비데가 있었습니다.,54,1,
7005,2021년 8월,"위치 최고, 청결하고 직원들도 친절하십니다. 출장으로는 특히 좋은 듯",54,1,
7006,2021년 8월,급하게 당일에 예약해서 가서 기대 안했는데 24시간 프런트에 친절하고 방이 아주 깨끗해서 좋았아요. 방이 좁기는 하지만 시설 갖출대로 잘 갖춰놔서 불편하지도 않았구요.,54,1,
7007,2021년 8월,"프론트 직원 응대가 친절했고 청소상태도 좋았음
칫솔 포함 어메니티도 충분했고 수압도 좋음",54,1,
7008,2021년 8월,"모텔보다는 훨신 좋았으나
호텔이라고 부르기는 살짝 아쉬움
그래도 가격은 착함",54,1,
7009,2021년 8월,깔끔하고 깨끗했어요,54,1,
7010,2021년 9월,"레이트 체크아웃이라 3시까지 푹 쉴 수 있어 좋았어요.
운이 좋았는지 주변도 조용해서 편했습니다.",54,1,
7011,2022년 1월,도심에 있어서 교통이 편하고 걸어서도 다닐수 있어요,54,1,
7012,2022년 1월,위치가 좋았어요!,54,1,
7013,2022년 1월,위치도 좋고 방도 괜찮고 가격도 저렴하고 괜찮아요,54,1,
7014,2022년 1월,"룸, 욕실 모두 매우 매우 청결했고, 침대도 푹신해서 쉬는동안 정말 행복하고 만족스러웠습니다. 직원분들도 친절하시고, 위치도 삼성역, 현대백화점과 가까워서 이용하기 편리했습니다. 잘 쉬다갑니다^^",54,1,
7015,2022년 1월,"청결, 위치, 서비스",54,1,
7016,2022년 1월,"삼성역과 가까움
주위에 식당 많음",54,1,
7017,2022년 1월,"너무너무 친절하셨다고 하네요.
어머니 병원진료차 가셨는데 배려를 많이 해주셔서 정말 좋았다고 하셨어요.",54,1,
7018,2022년 2월,"편히쉬다왔습니다 
직원분들도 매우 친절하셨어요",54,1,
7019,2022년 2월,삼성역 근처/ 주위 맛집,54,1,
7020,2022년 2월,코엑스가 바로 앞이라 매우 편함 !! 놀기도 좋고 위치도 좋음.,54,1,
7021,2020년 10월,"방사이즈 넓고, 좋았어요",55,1,
7022,2020년 10월,"가성비 좋고 조식도 나쁘지
않던데요",55,1,
7023,2020년 10월,"위치는 좋아요
그이외는  딱 가격만큼",55,1,
7024,2020년 10월,친구들하고 호캉스 재밌게 했어요 4인1실 룸 찾아서 간건데 위치도 좋고 깨끗하고 룸컨디션도 좋았습니다,55,1,
7025,2020년 10월,"번화가에 위치해서 주변에 돌아다니기 너무 편했습니다.
먹을거리도 많고 쇼핑할곳도 많아서 아주 좋았습니다.",55,1,
7026,2020년 11월,직원분은 굉장히 친절하십니다.,55,1,
7027,2020년 11월,"위치가 중심가라 좋았으며 주변 편의시설이 많았습니다.
직원이 아주 친절하네ㅛ",55,1,
7028,2020년 11월,"방음이 약하더라구요,,,",55,1,
7029,2020년 11월,옥상정원도 있고 시설이나 위치는 좋습니다. 방도 넓어서 편하게 쓸 수 있어요,55,1,
7030,2020년 11월,신논현역과 가깝고 바로 근처에 편의점도 있어서 좋았어요. 방도 넓은 편이었고 소파에 작은 테이블도 있어서 간단한 간식 같은거 먹기도 편했구요. 기계식 주차였는데 주차 직원 분들이 차 빼고 넣을때마다 친절하게 도와주셔서 불편함 없이 잘 지내다 왔어요.,55,1,
7031,2020년 11월,"깔끔하고 객실이 커서 좋았습니다. 위치도 좋고 가격대비 괜찮은곳이었습니다. 전자레인지와 싱크가 있어서 좀 놀랐어요 간단하게 뭐 먹을 수 있어서 좋았습니다. 아침에 햇살도 좋았어요.. 칫솔이 없다는건 미리 알고가서 괜찮았고 다른 어매너티도 괜찮았어요 주변에 편의점이나 가게가 많은데 비해 조용해서 좋았습니다,",55,1,
7032,2020년 12월,접근성. 교통이 좋음. 직원 친절.,55,1,
7033,2020년 12월,"위치, 청결 최고예요 오피스텔같은 느낌의 숙소여서 할일하면서 숙박하기 좋아요",55,1,
7034,2020년 12월,"위치, 가격 , 주차가능, 침대편안함, 온수 잘나옴 이 정도 생각나네요",55,1,
7035,2020년 12월,위치가 접근성이 좋았습니다,55,1,
7036,2020년 12월,강남역에 위치좋고 주차편해서 좋아요,55,1,
7037,2020년 1월,"청소가 조금 아쉬웠습니다. 구석에 먼지들이 굴러다니고
벽에 자세히 보니 먼지들이 붙어있는게 보이더군요.
청소기로 빨아들이면 충분히 깨끗해지는 부분인데..
조금만 더 신경써주셨으면 좋겠습니다.",55,1,
7038,2020년 1월,위치가 최고입니다,55,1,
7039,2020년 1월,강남역 가깝고 지하철 9호선 이용하기 좋다.  위치는 좋다.,55,1,
7040,2020년 1월,지하철과 가까워서 이용하기 너무너무 좋았어요,55,1,
7041,2020년 2월,"신논현역 가깝고 주위에 음식점 등 있음
침대가 넓고 편함. 벽쪽 붙박이를 열면 조리시설및
준비돼있어요",55,1,
7042,2020년 2월,칫솔같은 세면 도구가 없어 아쉬웠습니다,55,1,
7043,2020년 2월,"위치가 너무 좋아요 신논현역 바로 뒤, 
방 청소도 매일 깨끗히 해주셨어요.",55,1,
7044,2020년 2월,"직원들 친절하고 상냥합니다.
시설도 좋고, 위치고 좋고, 전반적으로 다 좋아요.",55,1,
7045,2020년 2월,위치가 좋아서 반경 100미터 내에 필요한 모든 곳이 있음,55,1,
7046,2020년 2월,위치도 좋고 깔끔하고 가격도 합리적이에요. 특이했던게 붙박이장 안에 전자렌지랑 작은 싱크대 같은것도 있어요.,55,1,
7047,2020년 2월,위치가 매우 좋았습니다,55,1,
7048,2020년 3월,역이랑가까워요 ㅎ,55,1,
7049,2020년 5월,"객실이 매우 청결했고, 침구도 좋았습니다. 교통도 좋은 강남 위치임에도 조용해서 수면하기에도 좋았습니다.",55,1,
7050,2020년 6월,"일단 위치가 신논현역 바로 앞이라 너무 편했구요, 침실 컨디션도 좋았습니다.  뷰는 건물뷰라 그렇게 기대하지 않았었구요, 나름 가성비 괜찮았던 비즈니스 호텔이였습니다 ^^",55,1,
7051,2020년 6월,깨끗하고 친절했습니다~~~!,55,1,
7052,2020년 7월,"일반모텔들도치솔제품이 비치되있는데 그래도
호텔인데비치부탁요",55,1,
7053,2020년 8월,"강남역 신논현역 사이 번화가에 있어요 
번화가에 있어도 대로변에서 살짝 안쪽이라 시끄러운편은 아니에요
위치가 정말 최고네요
기계주차도 가능해요",55,1,
7054,2020년 8월,"무료로 객실업그레이드됬던점
체크인전, 체크아웃후 캐리어 보관가능했던점
싱크대밑 냉장고가있던점
매우 청결했던점
어메니티 향이 좋았던점
친절했던 직원분들",55,1,
7055,2020년 8월,"깨끗하고 직원분들 친절합니다 
생각보다 방음은 안되서 
옆방 소리가 다 들리더라구요 
침대 침구도 편하고 잠자기 좋은 온도로 실내 관리가 잘되네요 
2번째 숙박인데 다음에도 또 오겠습니다",55,1,
7056,2020년 8월,"접근성이 좋았고 숙소가 엄청 쾌적해서 좋앗습니다.
주차시설도 좋았던거 같네요",55,1,
7057,2020년 8월,"위치가 진짜 좋아요
직원분들이 편의를 많이 봐주셔서 좋았어요",55,1,
7058,2020년 8월,스팀다리미에서 물이 줄줄 흘러 좋지않았어요 세워서 스팀이되는 종류로 바꾸는것도좋을것같아요,55,1,
7059,2020년 9월,위치 좋고 깨끗해서 마음에 들었어요! 칫솔치약은 없으니까 구입하시던가 개인 구비하셔야 해요.,55,1,
7060,2020년 9월,위치가 좋습니다.,55,1,
7061,2020년 9월,"위치가 최고
강남 한복판이라 놀기 좋아요,
가성비 좋은 숙소",55,1,
7062,2020년 9월,"신혼집이 너무 좁아서 지방에서 가족이 올라오면 집 근처 호텔인 오클라우드로 잡아줍니다
전에는 사촌동생, 이번에는 친정엄마...
사촌동생이 묵었을당시와 같은 방으로 배정을 받았는데 사촌동생은 방음이 안되어서 옆방 커플의 사랑 나눔 소리가 들렸다고 했는데 엄마는 조용히 이틀을 편히 잘 묵었다고 합니다
특히 가장 좋았던 점은 씽크와 전자레인지가 있던점!! 
정말 편리했습니다!!
포도같은 과일도 화장실에서 씻어 먹는것도 씽크에서 씻어먹는게 같은 물이라도 기분이 다르잖아요 
그 점이 엄마는 너무 좋았다고 극찬을 하셨습니다~
그래서 이틀동안 복분자를 그렇게 까드셨습니다^^^^^^
앞으로 저희 가족이 서울올라올때는 오클라우드로 잡아드릴 예정입니다~!!",55,1,
7063,2021년 10월,우선 위치가 훌륭합니다. 강남역 한복판에 이정도 비용이면 아주 저렴한 편이라고 생각해요. 룸도 넓고 깔끔하고 괜찮았습니다.,55,1,
7064,2021년 10월,깔끔하고 다들 아시겠지만 위치도 아주 굿이에요 편히 잘 잤습니다 딱히 그닥 글케 불만족스러운 건 없엇고요 괜찮았어요 남이 묵는대도 괜찮앗다고 할듯요ㅋㅋ,55,1,
7065,2021년 10월,청결하고 다리미가 있어서 좋았어요,55,1,
7066,2021년 10월,"직원들이 매우 친절함
가격이 저렴함
강남 한복판에서 놀고 싶다면 괜찮은 장소
전자렌지가 있음",55,1,
7067,2021년 10월,너무 외부소음이 심해 잠을 못잠,55,1,
7068,2021년 10월,"위치가 환상적입니다. 신논현역과 아주 가깝고 강남역과도 10분 이내 거리라 주변에 식당, 카페, 편의시설들이 포진해있어요.
청소 항상 깨끗하게 해주시고 어매니티도 부족하지 않게 바로 채워주셔서 완전 만족했습니다.",55,1,
7069,2021년 11월,"물 소리가 너무 시끄러워서 자는 데 방해됨
좁음",55,1,
7070,2021년 11월,지하철역에서 가까움,55,1,
7071,2021년 11월,"위치는 좋았고 식당이 주변에 많아 편리함.
지하철 역 가까워 편함.",55,1,
7072,2021년 11월,"호탤의 위치가 좋고, 카운터 직원들도 찬절하고, 호텔의 청결도 좋았슴.",55,1,
7073,2021년 12월,"위치가 강남 중심 및 지하철 9호선 근처에 있어 이동이 편리했으며, 주변에 식당, 편의점, 서점, 쇼핑 등 인프라가 잘 되어 있음 그리고 직원들이 친절함",55,1,
7074,2021년 12월,편리한교통. 강남 한복판,55,1,
7075,2021년 12월,강남역과 신논현에서 가깝다는 점이 최대 장점. 위치가 정말 최상입니다. 그리고 다른 호텔들에 비해서 방 면적이 넓어서 좋았습니다,55,1,
7076,2021년 12월,"상대적으로 저렴한 비용,강남 고속버스터미널이랑 가까워서 좋았습니다",55,1,
7077,2021년 1월,"급히 예약했는데 가성비, 위치, 청결도 모두 만족
뷰는 아쉬웠지만 뷰 제외하고 상당히 괜찮았습니당",55,1,
7078,2021년 1월,접근성이 용이하고 가성비가 좋음,55,1,
7079,2021년 1월,"위치가 좋아서 편리했고
가격.청결 다 돟아요",55,1,
7080,2021년 2월,깔끔하고 직원분들이 친절했습니다,55,1,
7081,2021년 2월,"깨끗하고 신식이고
무엇보다 역이랑 매우가까워요",55,1,
7082,2021년 2월,직원 친절 하고 청결해요,55,1,
7083,2021년 2월,"모텔이에요 충전기 없는 모텔
왜 갔는지 의문일 정도
방음 전혀 안됨!",55,1,
7084,2021년 2월,강남에서 가깝고 가성비 좋은편,55,1,
7085,2021년 3월,가격대비 조금  아쉬움. 교통은 편함,55,1,
7086,2021년 3월,방음 뻬고는 다 맘에듬,55,1,
7087,2021년 3월,"위치가 좋고, 직원분들이 친절했음",55,1,
7088,2021년 3월,넓어요 tv도 2대였습니다,55,1,
7089,2021년 3월,"청결, 친절",55,1,
7090,2021년 3월,위치가 먹자골목이라 이동편리합니다,55,1,
7091,2021년 3월,위치는 나쁘지는 않네요.,55,1,
7092,2021년 4월,깨끗하고 지하철역이랑 가까워서 조았슴당  뷰도 만족스러웟서요,55,1,
7093,2021년 4월,"편안하고 청결한 숙소입니다.
주변 상권이나 위치 훌륭합니다",55,1,
7094,2021년 4월,"위치, 가성비가 좋았습니다.",55,1,
7095,2021년 4월,"역세권으로 찾아가기 용이합니다
근방에 식당이 많아 식사하기 좋고
룸 컨디션 좋겠습니다.
칫솔 치약 면도기 없어서 별도 구매해야합니다
 옆방 티비소리나 큰소음은 방음이 미흡한편이니 참고하셔야해요 
강남 특성상 외제차 소음도 쉽게 노출됩니다",55,1,
7096,2021년 4월,위치가 너무 좋아요. 주변에 먹을데도 많구요.,55,1,
7097,2021년 4월,위치가 좋고 화장실이 커요,55,1,
7098,2021년 4월,"10년전부터 강남권 호텔을 한달에 2번 이상 이용했습니다
언제부턴서 호텔이 대실을 하고 직원들은 없어지고
비대면으로 많이 가네요. 
그런 만큼 서비스라는건 전무하고 모텔화되어 가는
와중에 모텔가격에 호텔에서 하루 지내고 온것 같습니다 
건물내부도 잘 관리되어 역삼 선릉권과 확연히
차이가 납니다
주변에 상권도 좋고 터미널도 가깝고
필재방입니다",55,1,
7099,2021년 4월,"방음, 먼지",55,1,
7100,2021년 4월,"가격대비 방도크고,침대로 아이랑 같이 어른2명자기 넉넉했다",55,1,
7101,2021년 4월,편안하고 좋았습니다~! 김포공항에서 갈아타지않고 바로 갈 수 있어 위치도 좋고 시설도 깨끗했습니다^^ 다음에 또 이용하고싶어요,55,1,
7102,2021년 4월,해외 입국자에대해 어떻게 규제하고 있는지도 모르는듯 합니다. 호텔측에서는 이러한 정보는 업데이트 된 상태로 당연히 알아야 할 것 같습니다. 이미 모든 격리 종료 및 정상생활이 가능한 상태에서 방문 했음에도 한국 전화번호가 없다는 이유로 아무런 호텔 내 가이드 라인 없이 개인 정보가 포함된 정보들을 메일로 송부하길 요구했으며 예약당시 이미 기록된 프로파일을 바탕으로 사전 요구할 수 있었던 서류들도 당일 체크인 시간에서야 부랴부랴 요구하며 결국 개인 정보들을 수령한 것이 너무 불편했네요. 방의 청소 상태는 양호했으나 냉장고 소음문제가 심각한 정도였습니다.,55,1,
7103,2021년 4월,코너뷰 배정받았는데 예뻤슴다. 방음 수압 청결도 모두 훌륭합니다,55,1,
7104,2021년 5월,전반적으로 깔끔하고 위치도좋았읍니다,55,1,
